predicted,real,set
3.0689714,3.03,training
6.986102,6.57,training
5.567354,5.65,training
8.12369,7.34,training
8.064301,7.74,training
6.678292,6.54,training
6.226933,6.45,training
8.945534,8.48,training
4.2873683,3.74,training
5.740677,6.09,training
3.5288424,3.11,training
2.8464866,2.8,training
6.0621667,6.66,training
5.675006,5.3,training
9.038355,8.7,training
5.1442094,6.12,training
3.0948584,2.49,training
6.880505,6.07,training
5.930712,5.3,training
8.597243,7.91,training
6.2823486,6.19,training
5.182096,5.13,training
3.5304239,3.88,training
6.3348875,6.03,training
6.8432064,7.18,training
5.6598563,6.12,training
6.752091,6.51,training
8.772902,9.15,training
6.960443,7.47,training
6.5732765,6.3,training
8.779702,8.23,training
3.8371084,4.26,training
6.862955,7.26,training
9.033754,9.1,training
9.100528,8.7,training
8.987975,9,training
6.4338803,6.85,training
8.055102,7.77,training
4.614697,5.1,training
5.0454574,4.72,training
2.6723163,2.55,training
7.834143,7.41,training
10.553346,10.3,training
4.745979,4.82,training
4.724553,4.26,training
5.470769,5.48,training
7.111964,6.57,training
8.711127,8.04,training
5.9948883,6,training
4.609636,4.71,training
5.9218163,5.42,training
6.247559,6.1,training
6.52509,6.4,training
7.0935426,7.53,training
6.3676596,6.48,training
5.8508444,5.65,training
7.9206686,7.6,training
4.6087427,5.24,training
5.4295993,5.3,training
8.310167,7.85,training
7.0041203,7.2,training
5.1969643,4.72,training
7.5114703,7.82,training
4.3769917,4.46,training
9.823306,8.3,training
4.4961147,4.74,training
6.384219,6.6,training
8.69053,7.8,training
7.14483,7.15,training
7.101369,7,training
6.5249543,6.17,training
12.350046,10.7,training
5.56082,5.35,training
5.17882,4.21,training
6.906935,7,training
4.8473735,4.95,training
6.198167,7.54,training
5.5504704,5.15,training
6.87817,6.95,training
6.352047,6.41,training
4.989057,3.99,training
6.4105654,5.72,training
5.5032926,5.3,training
6.6064653,6.74,training
6.555651,7.46,training
7.0890718,8.77,training
5.529912,5.48,training
3.0842576,3,training
4.523106,4.55,training
5.294086,4.84,training
5.8358364,5.64,training
5.736428,6,training
5.4977865,5.49,training
8.092811,8.27,training
9.865654,9.1,training
7.266783,8.3,training
7.3835096,7.13,training
7.9727063,7.55,training
5.0891423,4.31,training
8.014402,8.19,training
2.8810854,2.89,training
3.8847985,4.68,training
6.0936823,5.35,training
7.3303304,7,training
6.6518626,6.55,training
6.58576,6.7,training
4.979124,4.51,training
4.0956354,3.8,training
6.8705287,6.96,training
8.492027,8.22,training
6.290423,6.33,training
5.211435,4.36,training
7.406737,7.89,training
7.7945104,7.18,training
8.392537,8.52,training
9.213632,8.59,training
6.9289274,6.47,training
12.899773,13.82,training
4.625928,4.22,training
4.9727974,4.66,training
6.229853,5.72,training
4.2566767,4.57,training
7.192688,6.61,training
7.968566,6.89,training
8.01274,8.22,training
8.283337,8.1,training
6.3060656,5.08,training
6.7551565,6.44,training
4.4310784,4,training
4.4310784,4,training
4.299357,4.31,training
7.794631,7.03,training
9.995275,9.68,training
4.434354,4.35,training
8.174013,7.6,training
8.731202,7.74,training
4.9236383,5.16,training
7.594068,7.54,training
7.1926503,6.57,training
6.493815,6.27,training
6.942928,6.77,training
6.455507,6.4,training
5.1780934,5,training
6.13016,6.49,training
3.8388648,3.62,training
5.3703218,4.45,training
7.3594885,6.9,training
8.522021,7.77,training
6.822576,6.43,training
1.6690093,0.82,training
7.4887595,7.64,training
8.202712,8.33,training
5.6299477,5.68,training
5.8873367,5.77,training
4.937824,5.08,training
5.5035715,5.09,training
5.069428,4.96,training
6.758147,6.41,training
8.111457,7.85,training
5.599865,6.97,training
5.4991193,4.95,training
3.7752805,3.46,training
7.044284,7.15,training
6.8188004,6.65,training
9.026585,8.1,training
6.584556,6.62,training
5.0473514,4.47,training
6.460364,5.44,training
5.148534,4.65,training
6.682778,7.28,training
6.9771256,7.2,training
4.551069,4.59,training
7.699703,7.33,training
4.35062,3.73,training
6.880804,8.05,training
5.4112835,5.4,training
8.872242,8.41,training
8.191988,8.52,training
5.968483,6.22,training
4.561544,4.76,training
7.9132986,7.54,training
6.8438425,6.4,training
3.8381383,3.22,training
7.870238,7.82,training
4.8448114,4.72,training
5.725802,5.44,training
8.049353,7.59,training
7.385418,7.68,training
6.1673646,6,training
7.417208,7.11,training
5.1310086,4.88,training
6.4347367,6.48,training
5.697428,6.54,training
6.354622,5.74,training
5.5203843,4.8,training
9.393904,8.96,training
8.88718,8.52,training
9.413252,9.3,training
7.6625347,7.34,training
6.0607753,6.7,training
5.910754,6.1,training
8.468152,8.06,training
7.223449,7.22,training
3.6691926,3.1,training
6.669701,6.3,training
6.072579,5.92,training
7.1867876,7.03,training
7.1621456,6.8,training
6.3790903,6.03,training
4.5765414,4.71,training
6.912883,6.61,training
9.377588,9.05,training
5.950413,5.48,training
6.3918552,6.74,training
6.5277443,6.1,training
6.686879,6.65,training
3.691939,3.61,training
6.3317776,6.46,training
4.6470404,4.43,training
6.547259,6.07,training
8.448517,8.3,training
7.4811397,7.42,training
10.439378,10,training
4.303408,4.01,training
3.468104,2.86,training
6.445646,6.26,training
5.7913923,6.22,training
7.807219,8.57,training
7.0996513,6.74,training
10.801726,10.96,training
6.37976,6.17,training
7.0488625,7.36,training
7.5554905,7.89,training
4.031605,3.24,training
5.809947,5.92,training
4.543811,3.83,training
6.611235,6.1,training
5.5549483,5,training
8.07059,8.32,training
4.0217667,4.13,training
6.259745,6.64,training
6.279596,5.94,training
8.936887,8.95,training
6.7362885,7.52,training
3.6453483,2.8,training
5.5493336,5.66,training
5.618091,5.92,training
9.799624,8.69,training
7.8520217,7.74,training
7.2715225,7.22,training
6.8755865,7.03,training
8.148021,8.7,training
8.126122,8.1,training
7.587283,7.19,training
5.746139,5.34,training
6.567005,6.8,training
3.3394122,2.05,training
7.1185865,6.92,training
6.0525155,6.82,training
5.063008,4.43,training
5.850638,5.42,training
7.7022157,7.92,training
6.061833,5.59,training
4.7608657,4.52,training
3.87488,4.07,training
6.2867656,5.6,training
5.959411,5.83,training
2.605241,2.64,training
8.27187,8.06,training
6.514185,5.92,training
8.102851,7.92,training
4.5747275,4.57,training
7.499014,7.85,training
5.1642737,5.1,training
7.375944,7.36,training
9.344997,8.41,training
4.4895687,4.22,training
5.6363463,5.32,training
6.8229346,5.61,training
5.8341613,6.05,training
8.465626,9.08,training
9.475372,9.22,training
7.7574077,7.78,training
7.246036,7.18,training
4.1235538,3.96,training
7.278536,6.89,training
5.553133,5.62,training
5.2323084,5.14,training
8.025455,8.15,training
4.7906265,4.74,training
8.457791,8.1,training
6.3850746,6.6,training
5.3926554,5.22,training
7.124543,7.02,training
9.548119,9.22,training
5.4308257,5.85,training
4.8489633,4.66,training
6.2026668,6.38,training
9.0380125,8.7,training
4.8781505,4.46,training
5.9537783,6.38,training
7.8838525,8,training
6.0662637,6,training
5.3895736,5.15,training
4.1662006,3.82,training
4.257691,4.22,training
7.9403477,6.13,training
6.8954372,6.82,training
7.2315946,7.31,training
5.8964367,6.62,training
6.56871,7.15,training
7.1524653,6.77,training
7.4321613,9,training
9.465887,9.3,training
5.036223,4.15,training
7.259998,6.97,training
7.366086,7.77,training
6.642578,6.35,training
3.981714,3.82,training
6.3258286,6.52,training
5.656837,5.7,training
6.615873,6.73,training
4.772253,4,training
7.047989,6.34,training
4.6602445,4.62,training
9.267522,8.82,training
9.496255,10.48,training
4.119316,3.88,training
4.9226074,3.9,training
6.575962,5.82,training
5.8483167,5.34,training
3.6300786,3.54,training
7.471467,7.21,training
8.686405,8.15,training
3.7871299,3.42,training
5.8785825,5.08,training
7.9190803,7.85,training
8.951144,8.94,training
4.880837,4.6,training
9.847933,9.18,training
6.9617724,7.3,training
5.8894672,6.15,training
6.327315,6.4,training
6.719995,6.3,training
5.384153,4.6,training
4.5195837,4.19,training
4.7583437,4.15,training
8.091007,7.82,training
7.944706,7.89,training
4.7842665,4.57,training
7.5622697,7.89,training
5.914706,5.77,training
6.280285,5.49,training
5.2773952,5.43,training
5.706665,5,training
8.901246,9.34,training
6.2027497,7.08,training
3.5387373,3.34,training
7.3120213,6.73,training
5.8785267,6,training
8.063507,8.3,training
7.710304,7.92,training
6.7853317,6.49,training
5.6321936,5,training
5.888097,5.97,training
5.97469,5.85,training
9.025153,8.9,training
5.451249,5.41,training
8.430491,8.48,training
7.81253,7.06,training
6.693165,6.85,training
6.255522,6.33,training
4.913578,4.44,training
3.548653,3.3,training
8.084526,8.3,training
7.5525107,7.8,training
8.213121,7.85,training
8.21446,8.7,training
9.236632,8.52,training
7.992534,8.15,training
6.7037044,6.22,training
7.4091535,7.22,training
6.9277763,7.46,training
6.935461,7.62,training
5.7331924,5.3,training
7.34043,6.43,training
6.5529447,5.71,training
8.345948,8.28,training
4.6032996,3.7,training
3.9606628,4.4,training
6.7813396,6.51,training
5.1351886,4.74,training
7.3047934,7.77,training
7.183312,6.64,training
7.604936,8.15,training
7.579748,6.82,training
4.8773136,3.9,training
7.5249023,7.59,training
8.72541,8.4,training
2.9244113,3,training
5.1220503,4.85,training
2.3634837,2.82,training
5.5035715,6.05,training
7.502174,6.82,training
6.782736,6.8,training
2.1443546,2.12,training
3.9686947,3.96,training
5.0070877,5.28,training
4.7707305,4.32,training
6.0751314,6.08,training
4.5677447,4.06,training
3.3850038,2,training
7.215705,7.02,training
4.467849,4.87,training
6.407048,7.48,training
7.46777,7.57,training
5.811859,5.06,training
4.060759,3.65,training
8.286532,7.74,training
6.085976,5.57,training
4.6452312,4.62,training
4.247226,3.64,training
4.549761,4,training
7.906141,7.7,training
7.668079,7.92,training
9.634042,10,training
6.272164,6.7,training
3.745598,3.33,training
7.5625434,7.82,training
5.783987,6.16,training
8.062701,7.57,training
6.441329,6.02,training
3.3299408,2.59,training
7.0561595,6.83,training
4.8595295,5.3,training
5.080261,4.73,training
9.598425,9.42,training
6.888558,6.92,training
6.4921064,5.02,training
4.6746087,4.48,training
4.8021545,4.76,training
5.8622255,4.66,training
8.682479,8.1,training
6.9185405,7.11,training
9.060671,9.32,training
10.192435,10.34,training
8.178553,7.96,training
6.424315,6.63,training
9.86192,9,training
8.512744,7.32,training
6.1042876,5.26,training
6.268579,6.61,training
9.753096,9.37,training
7.3425756,7.46,training
6.896908,6.62,training
5.400819,5.06,training
5.1369166,4.67,training
6.0840855,6.08,training
4.5537186,4.21,training
5.0507083,5.4,training
5.818683,5.4,training
7.939641,7.72,training
9.489444,9,training
4.820514,4.82,training
5.564988,5.08,training
6.0590153,6.44,training
6.308794,7.09,training
2.8828166,3.27,training
8.422236,8.13,training
6.052388,5.19,training
5.4939075,5.92,training
6.5404215,6.25,training
7.174771,6.57,training
9.790751,10,training
6.8927917,6.33,training
8.493833,8.41,training
5.4183965,5.12,training
8.473174,8.09,training
8.044074,7.45,training
6.784068,6.64,training
9.474955,8.4,training
5.340126,5,training
5.8254056,5.38,training
4.866914,4.74,training
4.737049,4.41,training
4.5648093,4,training
5.5117383,5.79,training
7.5088644,7.76,training
8.239679,8.16,training
9.45008,9.14,training
8.656224,7.8,training
6.321854,6.64,training
3.4125345,3,training
7.374617,7.85,training
7.4673076,7.16,training
7.5636206,7.72,training
5.7662706,5.89,training
6.538146,6.73,training
7.587504,7.55,training
8.33922,7.21,training
8.4566145,8.3,training
8.180624,8.08,training
7.6100173,7.96,training
6.4161053,6.57,training
8.715553,8.92,training
7.17759,7.4,training
6.356949,6.27,training
7.221585,6.7,training
7.4021635,7.53,training
8.424169,8.57,training
7.971805,8.52,training
9.860592,9.92,training
6.748957,6.21,training
7.2623734,6.68,training
6.2347984,6.15,training
6.9225793,7.13,training
4.498483,5.1,training
5.784517,3.67,training
9.370805,10.57,training
10.8539,10.06,training
5.9939427,6.1,training
7.810916,8.06,training
5.6402383,5.73,training
7.0392175,7.34,training
5.5643415,6.3,training
3.0590067,1.1,training
5.046353,4.84,training
5.699562,5.55,training
6.483395,6.28,training
5.6564584,4.96,training
6.1176925,6.55,training
6.0364757,6.6,training
4.716718,4.55,training
7.517155,7.46,training
3.2294056,3.2,training
4.184827,3.98,training
3.2337978,2.85,training
5.4099994,5.4,training
5.7867093,5.55,training
9.146492,9.19,training
6.8647385,6.79,training
7.269047,7.46,training
4.6916885,4.05,training
10.011514,10,training
8.528964,7.76,training
5.5747676,5.57,training
8.0600195,7.2,training
7.0367293,6.62,training
8.471265,8.54,training
7.669414,7.68,training
7.391781,7.1,training
8.973033,9.52,training
9.320274,9.7,training
6.1096587,6.71,training
6.5191326,6.35,training
9.033227,8.8,training
4.70604,4.82,training
6.986881,7.06,training
6.5557647,6.62,training
6.921835,6.57,training
8.243843,8.1,training
6.566122,6.7,training
9.151148,9.15,training
8.050431,7.55,training
6.988557,7.09,training
5.479414,4.66,training
7.1012826,6.89,training
4.983506,4.92,training
7.284114,7.49,training
4.811913,4.15,training
5.6730337,4.92,training
5.011568,4.77,training
8.557583,7.8,training
3.165673,2.64,training
8.287795,8.28,training
6.145078,5.49,training
9.040623,8.52,training
4.5308223,4.82,training
4.136536,3.66,training
3.7975361,3.81,training
9.657668,9.28,training
8.5848055,7.78,training
9.540047,9.48,training
5.593533,5.08,training
5.014437,6.54,training
7.883741,8.23,training
7.522389,8.1,training
6.318683,5.92,training
5.9093356,5.91,training
3.6269457,3.46,training
9.865661,8.72,training
11.245838,11.35,training
7.5916476,7.3,training
7.148427,7,training
6.104002,5.19,training
7.05502,6.68,training
5.5839124,6.35,training
6.326734,6.66,training
10.652971,11,training
7.393466,7.89,training
3.8251023,3.54,training
5.051147,4.69,training
7.197514,7.12,training
5.310745,5.52,training
4.487971,3.77,training
8.65601,8.48,training
3.900162,3.71,training
5.3081007,4.89,training
7.61493,8.13,training
6.2322073,5.5,training
5.4818664,5.7,training
7.9090157,8.3,training
8.663162,8.7,training
8.612785,7.72,training
3.2725084,3.66,training
7.209354,7.66,training
11.451147,11.26,training
6.1720877,5.75,training
7.3953767,7.74,training
8.684942,8.7,training
4.9442716,4.85,training
3.6776822,3.28,training
4.0785136,4.05,training
8.301894,7.89,training
6.701923,6.07,training
6.0098853,5.89,training
9.742816,8.59,training
6.4679236,4.72,training
3.8318007,3.21,training
8.547745,8.52,training
1.5607218,1.3,training
7.903527,7.85,training
8.404467,8,training
7.15107,8,training
